user_id,sex,bdate,city
211841309,2,,Южно-Сахалинск
212008569,2,25.6,Уфа
212869364,2,7.8.1984,Первомайский
214444129,2,17.2.1980,Каменск-Уральский
215542209,2,,Москва (деревня)
216071119,2,,Antalya
216298170,2,15.1.1988,Ужур
216942512,2,,Санкт-Петербург
217144203,2,25.3.1985,Орск
218121219,2,11.6.2002,Балтика
218549214,2,31.8.1994,Балашов
218911259,2,2.1.2001,Южно-Сахалинск
219281392,1,15.6,Unknown
220044303,2,5.10,Шатура
221266373,1,7.11.2009,Ессентуки
222257967,2,2.10.1991,Орск
222758024,2,20.10.1974,Обнинск
222807423,2,29.10.1983,Москва
222846540,2,30.7.1987,Unknown
225545594,2,4.12.1988,Тель-Авив
225793407,2,1.10.1997,Москва
226135521,2,1.9.1996,Черновцы
228990303,2,7.2.1995,Екатеринбург
229822480,2,10.6.1983,Unknown
230273466,2,15.2.1995,Ревда
231019802,2,11.6.1977,Корткерос
235869739,2,,Ульяновск
236825448,1,11.8,Псков
236838261,2,23.10,Екатеринославка
238661503,2,21.7.1972,Ижевск
239795761,2,10.4.1974,Нарочь
241804567,2,28.2.1966,Лениногорск
242685914,2,6.8,Москва
243735958,2,2.11.1978,Оросово
244603463,2,10.1.2002,Москва
246221834,2,31.10.2000,Санкт-Петербург
248189378,2,,Unknown
249376066,2,28.8,Нижний Тагил
250233072,1,22.12,Нижний Новгород
252429081,2,27.12.1982,Москва
253671652,2,7.5.2005,Madrid
253833663,2,1.8.1992,Unknown
254151295,2,,Ставрополь
255451450,2,4.8.1990,Ростов-на-Дону
255880642,2,3.7.2005,Барнаул
256139691,2,14.4,Москва
258268330,1,26.6.2002,Санкт-Петербург
259917031,2,27.11.1993,Каменск-Уральский
260403459,2,31.10.1978,Чепца
261782757,2,,Palma
261836664,2,1.7,Unknown
262736700,2,26.8.1997,Нальчик
263749954,2,26.7,Белгород-22
263880303,2,,Клайпеда
264563754,2,1.2.1998,Комсомольск-на-Амуре
264900168,2,,Москва
264995786,2,,Ташкент
268023768,2,14.8.2007,Hyderabad
268270616,2,18.11.2006,Ташкент
268769543,2,9.10,Актобе
269137517,2,3.2.2000,Kawasaki
270101314,2,19.9.1978,Bangkok
270497613,2,1.11.2002,Красноярск
270717785,2,30.7,Москва
270915473,2,,Махачкала
273849249,2,6.8.1984,Татарбунары
274692163,2,13.12,Таганрог
275118268,2,5.11.1984,Хасавюрт
275698966,2,21.1,Виноградное
279140223,2,7.2.1984,Unknown
281557731,2,3.12.1987,Ankara
283583871,2,,Санкт-Петербург
283854946,2,,Новосибирск
284248564,2,,Unknown
286010007,2,5.5.1979,Unknown
286428248,2,17.6.2004,Ровеньки
287481862,2,2.4.1964,Unknown
288945020,2,,Unknown
289742117,1,12.7,Курган
290071056,2,5.9.1975,Samsun
291007351,2,11.9.1981,Москва
294722823,2,16.8,Ростов-на-Дону
296729848,2,2.1.1993,Пангоды
297356563,2,15.6,Казань
297670549,2,15.3.1999,Сочи
299404967,2,9.3.1992,Unknown
300429729,2,1.8.1980,Unknown
301329501,2,21.3,Unknown
303777193,2,25.2.1998,Йошкар-Ола
303906020,2,25.6.2000,Москва
304520097,2,,Unknown
304526873,2,7.7,Москва
306434478,2,27.8.1979,Ставрополь
306985799,2,,Липецк
307549246,2,,Чита
310139520,2,28.12,Dubai
310483676,2,11.8,Крымск
311311335,2,,Саратов
312821487,2,7.5,New York City
315790655,2,15.2.1989,Полевской
316471960,2,15.3.2002,Бузулук
316979832,2,23.1.1999,Eišiškės
322329703,2,,Unknown
324223534,2,8.4.1979,Сортавала
325183845,2,10.6.1993,Орехово-Зуево
327455727,1,29.5.1991,Лесосибирск
327971759,2,27.1.1975,Unknown
328787106,2,25.9.2006,Кирово-Чепецк
329609411,2,16.3.1970,Боровичи
329734743,2,,Санкт-Петербург
329755491,2,,Москва
331895769,1,5.5.1995,Ижевск
331909920,2,,Камышин
332764716,1,,Москва
333088335,2,23.11,Москва
333842236,2,2.5.1983,Краснодар
334234640,2,,Екатеринбург
335308054,2,26.10,Алматы
335409098,2,,Екатеринбург
337652931,2,24.8.1994,Москва
338961601,2,2.5.1994,Самара
339850801,2,,Unknown
339873256,2,13.9.1980,Unknown
342954049,2,2.12.1993,Рязань
344806226,2,,Череповец
350987254,2,,Южно-Сахалинск
351098701,2,22.1.1992,Химки
351397450,2,,Двуреченск
352402358,2,7.7.2006,Unknown
354144406,2,29.4.1969,Unknown
355282999,2,21.4.1989,Салават
356741394,2,13.8.2006,Unknown
358142147,2,1.5,İstanbul
362580413,2,27.2.1987,Новосибирск
362729504,2,25.4.1999,Unknown
364018504,2,27.1.1984,Unknown
365172230,2,25.6,Самара
365317450,2,8.1.1980,Шахунья
365531626,1,5.1.2000,Магнитогорск
366279636,2,,Зеленоград
366557122,2,20.1.1990,Unknown
368345152,2,4.10.2006,Барнаул
368370243,2,7.1,Москва
369541287,2,3.6.1984,Balıkesir
371632191,2,18.12,Лениногорск
372971336,2,27.5.1985,Рубцовск
375606188,2,8.9,Unknown
376690004,2,23.5.1990,Тобольск
376793095,2,17.3.1991,Старая Русса
377520590,2,10.11.2005,Оренбург
379379023,2,,Москва
379721599,2,,Тихвин
380186365,2,18.8.1984,Армавир
381783220,2,5.5,Нижний Тагил
381962285,2,,Unknown
382644789,2,17.2.1988,Unknown
383157899,2,,Ульяновск
383461896,2,1.1.1997,Unknown
384581639,2,,Калининград
385127005,2,8.1.1994,Ялта
386335644,2,1.12.1976,Тараз
386607960,2,7.11.1994,Unknown
387592973,2,10.6.1981,Санкт-Петербург
388342046,2,21.2.1983,Unknown
390047699,2,,Архангельск
391504474,2,10.6.1988,Unknown
393113221,2,1.10.1969,Bucureşti
395780010,2,24.6,Благовещенск
396095220,2,22.4.1988,Мариуполь
398689399,2,27.5.1982,Unknown
398752237,2,19.11.1986,Горловка
399050312,2,1.7.1987,Нижний Тагил
401057969,2,14.9,Лабинск
402980812,2,20.4.1997,Омск
403840668,2,29.4,Зубова Поляна
404565371,2,28.4.1981,Unknown
409263259,2,26.1.1978,Unknown
409595415,1,4.7.2003,Тюмень
410158891,2,16.10.1974,Чебоксары
410265206,2,,Unknown
410696231,2,24.6.1990,София
411618655,2,,Кировск
411960983,2,1.3.2007,Unknown
414071525,2,25.4.1979,Сорочинск
415556177,1,28.5,Москва
417097203,2,,Unknown
418378132,2,24.4.1993,Unknown
418788399,2,2.3,Unknown
419437681,2,10.4.1977,Unknown
419857727,2,30.5,Unknown
420180226,2,5.8.2003,Unknown
420183533,2,17.12.1974,Dublin
420817019,2,5.5.1985,Unknown
421641455,2,,Симферополь
421690614,2,9.12.1974,Санкт-Петербург
422439275,2,,Краснодар
423785114,2,24.7.1998,Unknown
424280984,2,,Unknown
424948810,2,28.4.1979,Lima
425063790,2,5.6,Москва
425383838,2,3.7,Тимашевск
425844312,2,,Unknown
426636299,2,8.7,Уфа
429614885,2,,Минск
430498689,1,12.8.2009,Unknown
431198278,2,4.6.2001,Unknown
432511936,2,6.5.1993,Kanpur
432719548,2,29.7.1988,Севастополь
432853352,2,24.3.1994,Черновцы
433406374,2,,Unknown
433578269,2,13.1.1996,Лабинск
434167533,2,12.6.1973,Unknown
435201876,2,6.1.2000,Краснодар
435349093,2,27.2.1901,Unknown
436491985,2,31.3.1987,Ярославль
438658875,2,13.5.1980,Озерск
439143171,2,14.10.1976,Амурск
439198797,2,17.7.1972,İstanbul
442492960,2,5.10.1986,Чита
443454720,2,22.2.1988,Unknown
444642147,2,,Unknown
445080764,2,5.1,Тула
446386480,2,18.11.1994,Баку
446758010,2,,Саратов
447140849,1,30.5.1995,Горно-Алтайск
447331550,2,16.4.2003,Unknown
448542802,2,,Eskişehir
448802158,2,17.6.1976,Unknown
449051496,1,,Unknown
450818832,2,29.12.1998,Клинцы
452294231,2,,Канаш
452489666,1,12.9.2002,Чита
452674502,2,6.7.1992,Салехард
452693916,2,5.6.1962,Cairo
454182397,2,,Москва
454378689,2,24.12.2002,Unknown
454620213,2,24.8.1995,Мелитополь
455292624,1,2.3.2006,Dresden
455869374,2,2.2.1979,Unknown
456421094,2,6.5,Unknown
457124922,2,7.11.1983,Шаля
460418305,1,,Комсомольск-на-Амуре
461772253,2,22.4.1990,Партизанск
462946884,2,19.11.1990,Волгоград
463446292,2,2.3.1978,Unknown
465365794,2,22.12,Екатеринбург
465879213,2,21.1,Нижний Новгород
466938815,2,,Краснодар
467502442,2,,Нижний Новгород
467658882,2,,Варшава
468111532,2,4.11.1972,Unknown
468151467,1,22.8.1999,Unknown
468796134,1,23.4.1989,Unknown
469168998,2,1.9.1996,Unknown
474292682,2,13.12.1984,Unknown
474697488,2,,Unknown
474818308,2,18.6,Хани
475878371,2,,Припять
476039292,2,15.11.2004,Brooklyn
478873150,1,25.11.1995,Екатеринбург
479437843,2,,Нижневартовск
479783652,2,10.10,Москва
479949589,2,10.9.1982,Alexandria
480585539,2,1.3.1995,Старый Оскол
481111588,2,,Москва
481463692,2,7.2.1993,Unknown
481710536,2,,Unknown
481752577,1,27.7.2005,Омск
483321389,2,19.11.1981,Unknown
484163006,2,4.7,Сочи
485093530,2,1.2.2004,Unknown
485371166,2,9.2.1985,Архангельск
485446934,1,,Unknown
485602770,1,2.6.2003,Санкт-Петербург
486016239,1,25.9.2003,Новокузнецк
486573380,2,26.7.2000,Волгоград
486660145,2,25.12.1995,Казань
487344408,2,27.7,Unknown
489644715,2,25.5.1984,Пыть-Ях
489906110,2,9.7,Dhaka
490824947,2,27.11.1999,Волгоград
490889204,2,,Unknown
492114997,2,19.7.1993,Тобольск
492221944,1,9.6.1999,Кемерово
492243614,2,2.8.1958,Айхал
492386137,1,27.3.2004,Добрянка
492559772,2,,Тольятти
492906888,2,25.5.1990,Unknown
493239309,1,2.5,Псков
493419829,1,,Unknown
494018802,2,24.8.1971,Unknown
494263245,2,1.6.1993,Санкт-Петербург
494946950,2,20.11.1983,Unknown
496591648,2,10.5.1982,Новокузнецк
498109472,2,,Пермь
498356158,1,24.7.1982,Unknown
499211112,2,9.2.1966,Roma
499633273,2,5.3.1999,Москва
499889377,2,14.4.1986,Unknown
500144814,2,29.11.1991,Южно-Сахалинск
501930257,2,,Unknown
502455641,1,1.1.2004,Unknown
503011007,2,23.5,Нижнекамск
503210562,2,23.1,Белгород
503789734,2,6.2.2004,Unknown
503987750,2,9.3.1982,Североморск
504486513,2,13.11.1974,Yangon
504971208,2,3.11.1973,Unknown
505060620,2,30.11.1982,Unknown
505363270,2,12.12.1975,Unknown
506591438,2,16.7,Москва
506605774,2,1.2.1992,Unknown
507031026,2,7.7.2006,Unknown
507194284,2,,Южноуральск
507288093,2,26.10.2002,Тюмень
507419863,2,,Unknown
508224235,2,13.1.1995,Чернянка
508737622,2,3.1.1981,Алматы
509976680,2,,Unknown
510674238,2,25.2.1974,Ростов-на-Дону
510811083,2,7.11.1989,Москва
511531585,2,,Unknown
512028692,2,9.6.1983,Unknown
512105343,2,,Петропавловск-Камчатский
512290672,2,21.1.1981,Unknown
512465751,2,4.6,Unknown
512932337,2,5.6.1929,Unknown
513965983,2,12.1.1978,Unknown
514480049,2,,Саратов
514934616,1,6.10.2007,Unknown
516103803,2,20.7.1983,Майкоп
518319559,2,4.5,Unknown
519303819,2,17.1,Unknown
519974936,1,10.5.2001,Unknown
520565669,2,,Unknown
520883401,2,,Unknown
520923466,2,12.12.1987,Москва
521251243,2,19.5.2006,Unknown
521562565,2,11.6.1971,Unknown
521600539,2,11.5.2004,Урал
522147330,2,11.6,Unknown
523549258,2,4.7.1972,Unknown
523764659,2,26.4.1960,Unknown
524090364,2,8.3.1982,Unknown
524401183,2,9.7.1965,Unknown
524497705,1,2.5,Unknown
524537096,2,8.3.1992,Алматы
524700898,2,21.8.2005,Unknown
525580201,2,2.2.1989,Unknown
526135657,1,29.11.2004,Донецк
526220226,1,23.3,Unknown
527201834,2,,Bangkok
527349201,2,19.6,Unknown
528947128,2,8.5,Брянск
529441943,2,1.7.1995,Unknown
529652737,2,5.10.1980,Salt Lake City
530042353,2,27.11.1991,Кременчуг
530537287,2,,Unknown
530637479,2,21.8.1998,Москва
530955385,2,18.3.2005,Белгород
531865295,1,15.2.2002,Москва
532045917,1,18.9.2005,Unknown
532242961,2,26.9.1974,Нижний Новгород
532488590,2,,Unknown
532806608,2,17.8.2004,Свободный
533368196,2,30.9.1998,Unknown
533827759,2,27.9.1991,Обнинск
534601624,1,10.11.2007,Москва
535258990,2,17.10.1987,Unknown
535304921,2,10.11.2001,Нижний Новгород
536097325,2,,Unknown
536108524,2,18.3,Оренбург
536677939,2,9.10.1982,Белая Калитва
536962601,2,3.11.1993,Москва
537470111,2,19.6.1988,Челябинск
537785909,2,26.3.1903,Unknown
538157937,2,,Москва
538438463,1,18.6,Unknown
538639306,2,,Unknown
539025871,1,14.9.2005,Балахна
539838773,2,27.5.2005,Unknown
539915224,2,14.9.1996,Unknown
540454105,1,19.1.2005,Unknown
541109994,1,3.2,Набережные Челны
541525409,2,,Костомукша
541644598,2,9.5.1987,Екатеринбург
541802724,2,24.12.1967,Unknown
541938230,2,6.9.1957,Unknown
542894992,2,,Unknown
544016194,2,5.11.1974,Дегтярск
544202477,2,15.7.1990,Москва
544320342,2,,Оренбург
544761325,2,1.8.1983,Unknown
545599792,2,27.4.1986,Губкин
545996332,2,15.9.1964,Unknown
546317175,2,8.9.1982,Чегдомын
546844973,2,21.11.1991,Санкт-Петербург
547156413,1,27.8,Unknown
547227813,1,17.3.2001,Unknown
547243510,2,8.5.1977,México
547273912,2,1.3.2003,Казань
547364944,2,3.6,Москва
547408053,1,21.7,Михайловка
547913643,1,18.3.2006,Горно-Алтайск
548305203,2,3.7,Unknown
548470535,2,,Unknown
550628857,2,22.11,Гулькевичи
550721087,2,,Смоленск
550883764,1,24.9.2005,Иркутск
551827033,2,17.5.1988,Unknown
552143348,2,3.12.1988,Владимир
552318700,2,9.5.1994,Великий Новгород
552833366,2,,Санкт-Петербург
553027614,2,27.5.2004,Москва
553501106,2,29.9.1995,Unknown
554035638,2,23.4.1990,Unknown
554146334,1,,Unknown
554444520,1,22.7.2005,Майкоп
554581605,1,19.9.2009,Владимир
555034854,2,26.5.1999,Санкт-Петербург
555064220,1,30.9,Unknown
555122250,2,,Unknown
555224630,2,2.9,Unknown
555948147,2,20.4,Уфа
556129824,2,13.7.1994,Unknown
556241740,2,28.12.2006,Шахты
556626058,2,1.3.1993,Великие Суки
557664692,1,10.5.2001,Новокузнецк
557856463,2,21.12.1984,Unknown
557904059,2,1.2.2004,Москва
557928708,1,22.10.1999,Коноша
558168448,2,21.2,Unknown
558424807,2,17.12,Santa Fe
558481089,1,20.12.2009,Зеленое
558577068,2,14.10.1998,Unknown
559004016,1,31.3,East Anglia
559238758,2,5.4.1984,Душанбе
559620618,2,26.3.1991,Ordu
559828419,1,26.8,Оренбург
559949021,2,1.7,Unknown
561107321,2,2.1.1987,Unknown
561394642,2,25.7.2003,Unknown
561803571,2,31.7.1982,Бишкек
561994636,2,21.8.1977,Тарко-Сале
562784520,2,13.12.1960,Unknown
564058788,1,1.4,Уфа
564271509,1,8.8,Unknown
564708649,2,21.11.1983,Unknown
564797443,2,,Unknown
565307730,2,4.4.1985,Новосибирск
565654746,2,3.3.2004,Севастополь
566261134,2,15.5.2005,Unknown
566365792,2,27.10.1996,Unknown
566652787,1,,Unknown
566657500,2,5.5.1993,Unknown
566943802,2,9.3.2006,Москва
567002491,1,26.1.1988,Riyadh
567225368,1,22.3.2002,Комаричи
567471155,2,10.6.1982,Архангельск
567658150,2,,Unknown
567723652,2,21.4.1992,Димитровград
567960070,1,,Ангарск
568421871,2,4.4.2000,Los Angeles
569471971,2,7.11.1979,Unknown
569813845,2,10.3.1983,Unknown
570110052,2,,Pune
570356914,2,26.7,Unknown
571133385,2,13.12,Тараз
571227380,2,10.2.1977,Москва
571498566,1,24.1.2007,Unknown
571530494,2,1.1,Unknown
571666510,2,23.7,Уфа
572165948,2,25.3.1994,Unknown
572766104,2,,Unknown
572779191,2,8.4.2010,Unknown
572984767,2,10.6.1980,Казань
572998141,2,26.10,Unknown
574535811,2,,Архангельск
574772968,2,17.9.1978,Unknown
575783767,2,13.5.1982,Unknown
575898083,1,12.12,Волхов
576054161,2,15.6.1996,Unknown
576412141,2,29.10.1984,Уфа
576698690,2,,Unknown
577137602,1,16.12,Unknown
577313766,2,22.10.1990,Unknown
577484358,2,6.10.1984,Unknown
577710255,2,9.1.2000,Unknown
578411109,1,17.12.2003,Unknown
578899907,2,18.5,Москва
578975560,2,23.11,Unknown
579059391,2,25.7.1984,Буденновск
579085958,2,11.4.1981,Усмань
579203482,2,6.1.1975,Unknown
579213459,1,22.11.2002,Unknown
579346182,1,,Unknown
579524175,2,16.8.1981,Рыбинск
580098603,2,24.3.1978,Unknown
580207094,2,,Москва
580810944,2,4.8.1979,Семей
581370331,2,,Baghdad
581776572,1,9.3.2007,Unknown
582152260,1,5.11.2009,Unknown
582633790,2,19.7.2005,Москва
582807784,2,9.9.1982,Toronto
582845099,1,,Unknown
583401811,2,22.7.1994,Bangkok
583513765,2,14.2,Змеиногорск
584124346,2,2.7.1992,Unknown
584344785,2,21.10.1980,Санкт-Петербург
584704477,1,25.11.2009,Unknown
584801029,2,10.5.1978,Unknown
584914888,2,1.1.1984,Frankfurt am Main
585281655,2,6.11.2000,Unknown
585308965,2,6.3,Unknown
586047154,2,1.6.2002,Unknown
586249141,2,,Unknown
586556244,1,26.1.2003,Unknown
586576323,1,29.9,Вольск
586718182,2,30.5.1984,Unknown
586754293,2,,Unknown
586861529,2,7.3.1995,Краснодар
587163178,2,,Донецк
587178357,1,5.5.2003,Unknown
587361663,1,16.3,Unknown
587776118,2,7.7.1989,Unknown
588517972,2,15.11.2003,Оренбург
589047371,2,5.7.1993,Unknown
589487205,2,25.8.1975,Unknown
590241782,2,23.9.1983,Unknown
590395483,1,11.6.2003,Unknown
591041295,1,16.9.2005,Шахтерск
591353599,2,8.3.2006,Unknown
591650301,1,28.12.2001,Буйнакск
591896700,2,26.1.2002,Арзамас
592264651,1,,Unknown
592736757,2,29.4.1977,Unknown
592793272,1,2.2.2004,Березовка
592889467,2,13.4.2000,Unknown
593166874,2,24.12.1977,Unknown
593393710,2,2.10.1987,Unknown
593700063,1,18.8,Москва
593716351,1,26.6.2002,Unknown
593897869,2,15.1.2003,Unknown
594269314,2,24.4.2006,Unknown
594870921,1,4.8,Мценск
595332207,1,,Unknown
595353010,1,12.12,Москва
595743189,2,22.1.2003,Unknown
596307268,2,,Unknown
596532685,1,1.4.2008,Unknown
596744292,2,18.2.1982,Unknown
596854232,1,14.3.2001,Unknown
597350218,1,11.11.2001,Unknown
598076720,1,,Unknown
598869729,1,6.2.2006,Москва
598927372,2,7.2.1994,Астана
599272721,2,27.9.1995,Unknown
599847529,2,16.3.1981,Unknown
600947820,1,11.11,Unknown
601266800,1,13.7,Unknown
601332256,2,3.9.1993,Unknown
601366217,1,31.8.1999,Los Angeles
601900921,1,15.12.2005,Unknown
602258237,2,10.3.2005,Unknown
602279833,2,24.6.1995,Unknown
602314691,1,11.11.2001,Unknown
602632767,2,18.12.2006,Советск
602679235,2,26.11.1980,Unknown
602943291,2,23.3,Симферополь
603037480,1,23.7.2006,Unknown
603072744,2,14.5.2003,Unknown
603142455,2,26.2.2006,Тюмень
603232108,2,19.8.1992,Ariana
603684317,2,28.1.1986,Воронеж
603871648,2,,Санкт-Петербург
604261234,2,17.12.2003,Дзержинск
605528735,2,24.3.1978,Unknown
605588007,2,3.9.2005,Unknown
605723853,2,18.2.2004,Unknown
605845089,2,,Unknown
605904761,1,28.8.1978,Unknown
605981161,2,8.8.1999,Караганда
606594800,2,14.9.1980,Unknown
606684651,2,,Тула
606726709,2,5.12.1981,Taipei
606735924,2,30.11.1999,Москва
606811215,2,21.7.1997,Unknown
606958580,2,22.1.1982,Unknown
607638547,2,11.1.2004,Moscow
607792971,1,2.7.2006,Unknown
607898106,2,,Скидель
608322529,2,28.7.2003,New York City
608493741,1,21.2.2002,Москва
608700475,1,,Россошь
609041918,2,1.12.2000,Москва
609340722,2,,Самара
609484341,1,20.6.2002,Пермь
609623232,2,12.1.2002,Москва
609752473,2,,Сыктывкар
609872528,1,1.1.2007,Алматы
609928389,2,21.10.2003,Акша
610522759,2,2.12.1969,Unknown
610719644,2,7.8.1988,Unknown
610861635,1,15.8.2003,Рубцовск
610904988,2,28.11.2000,Unknown
611002857,2,15.8.1987,Санкт-Петербург
611176842,2,18.10.1988,Unknown
611310646,1,10.8,Сочи
611716694,1,16.6.2006,Unknown
611811559,1,29.2,Unknown
611855883,2,13.2.1977,Unknown
611997501,1,16.7.2008,Unknown
612183941,2,1.10.1972,Unknown
612245889,2,20.1.2005,Барнаул
612530945,1,21.7.2000,Unknown
612664798,2,20.10.1970,Суздаль
612666023,2,13.9.2002,Москва
612738740,1,1.1.2006,Unknown
612812244,2,20.2.1978,Санкт-Петербург
613309747,2,13.8.1988,Unknown
613634249,1,,Ярославль
613866457,2,,Unknown
613929639,2,3.1.1975,Unknown
614015856,1,13.10.2008,Санкт-Петербург
614090010,2,23.3.2006,Unknown
614230625,2,15.12.2001,Unknown
614453048,2,6.12.2005,Unknown
614505002,2,12.2.2002,Unknown
614561962,2,28.10,Unknown
614627237,2,,Unknown
614789536,1,8.1.2006,Unknown
615023521,2,10.9.1969,Unknown
615224981,1,21.7.2007,Unknown
615226367,2,,Unknown
615552114,2,5.8.1988,Unknown
615719299,2,30.4.2010,Симферополь
615996565,0,,Unknown
616282797,1,8.6.2006,Unknown
616587967,1,26.9.2006,Unknown
616702361,1,27.9.2006,Unknown
616987505,2,31.10.1994,Ачинск
617060471,1,5.12.2002,Unknown
617361243,0,,Unknown
617679846,2,14.10.1981,Воронеж
617740171,2,25.12.1980,Karachi
617746136,2,14.9.1978,Unknown
619318179,1,8.9.2004,Сочи
619350726,2,17.6.1983,Unknown
619578319,1,31.8,Unknown
620004689,2,25.7.1996,Unknown
620428793,2,15.3.2005,Киров
620707707,2,6.6.1985,Екатеринбург
620885115,2,5.10.2006,Москва
620909687,1,23.1.2006,Unknown
621047633,2,20.12.1970,Unknown
621109596,2,9.4.1982,Темрюк
621427764,2,26.10.1991,Курган
621452415,2,3.3.1986,Владивосток
621658049,2,20.4.1999,New York City
622075211,2,,Unknown
622612088,2,15.2.1983,Unknown
622629947,1,17.9.1989,Улан-Удэ
622770062,2,23.4.1986,Unknown
622856375,2,,Unknown
