user_id,sex,bdate,city,age
114801951,Мужской,2.1.1989,Unknown,36.0
117507045,Мужской,1.3.1987,Красноярск,38.0
117713101,Женский,4.5,Кулой,
118948436,Женский,5.4.1982,Курган,42.0
120016842,Женский,Неизвестно,Симферополь,
121781614,Женский,Неизвестно,Нижний Тагил,
128056762,Женский,Неизвестно,Москва,
132096592,Женский,2.8,Сергиев Посад,
132284715,Женский,24.1,Нижний Новгород,
133013796,Женский,9.8.1992,Красное Село,32.0
133867197,Женский,12.2,Казань,
135570604,Женский,Неизвестно,Тобольск,
136029966,Женский,Неизвестно,Красноярск,
136096781,Женский,31.12,Санкт-Петербург,
136504616,Мужской,26.5.1998,Unknown,26.0
136713720,Женский,21.11,Петропавловск-Камчатский,
137760323,Женский,3.3,Unknown,
138733202,Женский,Неизвестно,Unknown,
141276085,Женский,Неизвестно,Минск,
142677617,Женский,18.11,Мурманск,
143052187,Женский,Неизвестно,Невельск,
143101625,Женский,Неизвестно,Unknown,
143531917,Женский,31.3,Пинск,
144533506,Женский,24.9.1978,Набережные Челны,46.0
145268578,Женский,21.8,Челябинск,
146363288,Женский,Неизвестно,Нижний Новгород,
147253850,Женский,13.1.1987,Санкт-Петербург,38.0
147434017,Женский,Неизвестно,Unknown,
147554224,Женский,13.11,Москва,
150816305,Женский,4.5,Иркутск,
151405223,Женский,10.5,Чебоксары,
151686827,Женский,29.1.1972,Оренбург,53.0
151740369,Женский,27.9.1960,Москва,64.0
152657184,Женский,4.8,Мурманск,
153229913,Женский,Неизвестно,Якутск,
153636594,Женский,28.5.1978,Санкт-Петербург,46.0
154718024,Женский,Неизвестно,Челябинск,
154819681,Женский,31.8.1994,Иркутск,30.0
158045144,Женский,13.12.1995,Москва,29.0
159387898,Женский,1.5.1982,Карабаново,42.0
159870727,Женский,Неизвестно,Алматы,
160576052,Женский,Неизвестно,Хабаровск,
162796884,Женский,31.1.1989,Воронеж,36.0
164044381,Женский,5.5.1983,Unknown,41.0
164157137,Женский,27.4,Биробиджан,
164530830,Женский,Неизвестно,Unknown,
164860968,Женский,27.9.1988,Оренбург,36.0
165084914,Женский,26.8.1978,Енакиево,46.0
168017102,Женский,5.9.1981,Unknown,43.0
168138328,Женский,5.5,Мариуполь,
169452052,Женский,30.10.1990,Unknown,34.0
169885813,Женский,18.8,Санкт-Петербург,
170705035,Женский,Неизвестно,Unknown,
174313153,Женский,Неизвестно,Кондопога,
174772841,Женский,7.6,Сергач,
174947931,Женский,14.2,Москва,
175319029,Женский,7.6.1982,Alexandria,42.0
176144014,Женский,13.12.1979,Губкин,45.0
177364596,Женский,Неизвестно,Unknown,
177505276,Женский,Неизвестно,Москва,
177739238,Женский,26.9.1986,Санкт-Петербург,38.0
178246313,Женский,12.9.1987,Unknown,37.0
179433351,Женский,15.1.1955,Балай,70.0
180601902,Женский,16.8.1988,Подольск,36.0
181302640,Женский,4.3.1988,Мишкино,37.0
181804504,Женский,Неизвестно,Unknown,
184464000,Женский,25.4.1997,Москва,27.0
184983440,Женский,17.11.1983,Красноярск,41.0
186824908,Женский,Неизвестно,Bairnsdale,
187150722,Женский,26.3.1987,Пермь,37.0
187358388,Женский,9.9.1985,Санкт-Петербург,39.0
187590595,Женский,15.1.1984,Чита,41.0
189445452,Женский,15.3.1982,Казань,43.0
191797860,Женский,2.8.1958,Айхал,66.0
193361947,Женский,Неизвестно,Unknown,
194132130,Женский,13.2.1986,Липецк,39.0
194468037,Женский,1.3.1988,Донецк,37.0
194487332,Женский,25.2.1994,Коломна,31.0
196213783,Женский,1.1.1975,İstanbul,50.0
196678735,Мужской,8.3.1990,Unknown,35.0
196869132,Женский,14.1,Обручевка,
201773517,Женский,Неизвестно,Велиж,
203716077,Женский,7.7.1999,Пермь,25.0
204296806,Женский,12.2.1982,Баку,43.0
205431091,Женский,6.4.1979,Томск,45.0
205919413,Женский,11.4.1984,Нижнекамск,40.0
206627250,Женский,5.3.1974,Тверь,51.0
206773861,Женский,19.11,Зерноград,
207173783,Женский,12.9.1995,Коканд,29.0
207322483,Женский,24.6,Уфа,
209879396,Женский,28.4.1971,Брянск,53.0
211841309,Женский,Неизвестно,Южно-Сахалинск,
212008569,Женский,25.6,Уфа,
212869364,Женский,7.8.1984,Первомайский,40.0
214444129,Женский,17.2.1980,Каменск-Уральский,45.0
215542209,Женский,Неизвестно,Москва (деревня),
216071119,Женский,Неизвестно,Antalya,
216298170,Женский,15.1.1988,Ужур,37.0
216942512,Женский,Неизвестно,Санкт-Петербург,
217144203,Женский,25.3.1985,Орск,39.0
218121219,Женский,11.6.2002,Балтика,22.0
218549214,Женский,31.8.1994,Балашов,30.0
218911259,Женский,2.1.2001,Южно-Сахалинск,24.0
219281392,Мужской,15.6,Unknown,
220044303,Женский,5.10,Шатура,
221266373,Мужской,7.11.2009,Ессентуки,15.0
222257967,Женский,2.10.1991,Орск,33.0
222758024,Женский,20.10.1974,Обнинск,50.0
222807423,Женский,29.10.1983,Москва,41.0
222846540,Женский,30.7.1987,Unknown,37.0
225545594,Женский,4.12.1988,Тель-Авив,36.0
225793407,Женский,1.10.1997,Москва,27.0
226135521,Женский,1.9.1996,Черновцы,28.0
228990303,Женский,7.2.1995,Екатеринбург,30.0
229822480,Женский,10.6.1983,Unknown,41.0
230273466,Женский,15.2.1995,Ревда,30.0
231019802,Женский,11.6.1977,Корткерос,47.0
235869739,Женский,Неизвестно,Ульяновск,
236825448,Мужской,11.8,Псков,
236838261,Женский,23.10,Екатеринославка,
238661503,Женский,21.7.1972,Ижевск,52.0
239795761,Женский,10.4.1974,Нарочь,50.0
241804567,Женский,28.2.1966,Лениногорск,59.0
242685914,Женский,6.8,Москва,
243735958,Женский,2.11.1978,Оросово,46.0
244603463,Женский,10.1.2002,Москва,23.0
246221834,Женский,31.10.2000,Санкт-Петербург,24.0
248189378,Женский,Неизвестно,Unknown,
249376066,Женский,28.8,Нижний Тагил,
250233072,Мужской,22.12,Нижний Новгород,
252429081,Женский,27.12.1982,Москва,42.0
253671652,Женский,7.5.2005,Madrid,19.0
253833663,Женский,1.8.1992,Unknown,32.0
254151295,Женский,Неизвестно,Ставрополь,
255451450,Женский,4.8.1990,Ростов-на-Дону,34.0
255880642,Женский,3.7.2005,Барнаул,19.0
256139691,Женский,14.4,Москва,
258268330,Мужской,26.6.2002,Санкт-Петербург,22.0
259917031,Женский,27.11.1993,Каменск-Уральский,31.0
260403459,Женский,31.10.1978,Чепца,46.0
261782757,Женский,Неизвестно,Palma,
261836664,Женский,1.7,Unknown,
262736700,Женский,26.8.1997,Нальчик,27.0
263749954,Женский,26.7,Белгород-22,
263880303,Женский,Неизвестно,Клайпеда,
264563754,Женский,1.2.1998,Комсомольск-на-Амуре,27.0
264900168,Женский,Неизвестно,Москва,
264995786,Женский,Неизвестно,Ташкент,
268023768,Женский,14.8.2007,Hyderabad,17.0
268270616,Женский,18.11.2006,Ташкент,18.0
268769543,Женский,9.10,Актобе,
269137517,Женский,3.2.2000,Kawasaki,25.0
270101314,Женский,19.9.1978,Bangkok,46.0
270497613,Женский,1.11.2002,Красноярск,22.0
270717785,Женский,30.7,Москва,
270915473,Женский,Неизвестно,Махачкала,
273849249,Женский,6.8.1984,Татарбунары,40.0
274692163,Женский,13.12,Таганрог,
275118268,Женский,5.11.1984,Хасавюрт,40.0
275698966,Женский,21.1,Виноградное,
279140223,Женский,7.2.1984,Unknown,41.0
281557731,Женский,3.12.1987,Ankara,37.0
283583871,Женский,Неизвестно,Санкт-Петербург,
283854946,Женский,Неизвестно,Новосибирск,
284248564,Женский,Неизвестно,Unknown,
286010007,Женский,5.5.1979,Unknown,45.0
286428248,Женский,17.6.2004,Ровеньки,20.0
287481862,Женский,2.4.1964,Unknown,60.0
288945020,Женский,Неизвестно,Unknown,
289742117,Мужской,12.7,Курган,
290071056,Женский,5.9.1975,Samsun,49.0
291007351,Женский,11.9.1981,Москва,43.0
294722823,Женский,16.8,Ростов-на-Дону,
296729848,Женский,2.1.1993,Пангоды,32.0
297356563,Женский,15.6,Казань,
297670549,Женский,15.3.1999,Сочи,26.0
299404967,Женский,9.3.1992,Unknown,33.0
300429729,Женский,1.8.1980,Unknown,44.0
301329501,Женский,21.3,Unknown,
303777193,Женский,25.2.1998,Йошкар-Ола,27.0
303906020,Женский,25.6.2000,Москва,24.0
304520097,Женский,Неизвестно,Unknown,
304526873,Женский,7.7,Москва,
306434478,Женский,27.8.1979,Ставрополь,45.0
306985799,Женский,Неизвестно,Липецк,
307549246,Женский,Неизвестно,Чита,
310139520,Женский,28.12,Dubai,
310483676,Женский,11.8,Крымск,
311311335,Женский,Неизвестно,Саратов,
312821487,Женский,7.5,New York City,
315790655,Женский,15.2.1989,Полевской,36.0
316471960,Женский,15.3.2002,Бузулук,23.0
316979832,Женский,23.1.1999,Eišiškės,26.0
322329703,Женский,Неизвестно,Unknown,
324223534,Женский,8.4.1979,Сортавала,45.0
325183845,Женский,10.6.1993,Орехово-Зуево,31.0
327455727,Мужской,29.5.1991,Лесосибирск,33.0
327971759,Женский,27.1.1975,Unknown,50.0
328787106,Женский,25.9.2006,Кирово-Чепецк,18.0
329609411,Женский,16.3.1970,Боровичи,55.0
329734743,Женский,Неизвестно,Санкт-Петербург,
329755491,Женский,Неизвестно,Москва,
331895769,Мужской,5.5.1995,Ижевск,29.0
331909920,Женский,Неизвестно,Камышин,
332764716,Мужской,Неизвестно,Москва,
333088335,Женский,23.11,Москва,
333842236,Женский,2.5.1983,Краснодар,41.0
334234640,Женский,Неизвестно,Екатеринбург,
335308054,Женский,26.10,Алматы,
335409098,Женский,Неизвестно,Екатеринбург,
337652931,Женский,24.8.1994,Москва,30.0
338961601,Женский,2.5.1994,Самара,30.0
339850801,Женский,Неизвестно,Unknown,
339873256,Женский,13.9.1980,Unknown,44.0
342954049,Женский,2.12.1993,Рязань,31.0
344806226,Женский,Неизвестно,Череповец,
350987254,Женский,Неизвестно,Южно-Сахалинск,
351098701,Женский,22.1.1992,Химки,33.0
351397450,Женский,Неизвестно,Двуреченск,
352402358,Женский,7.7.2006,Unknown,18.0
354144406,Женский,29.4.1969,Unknown,55.0
355282999,Женский,21.4.1989,Салават,35.0
356741394,Женский,13.8.2006,Unknown,18.0
358142147,Женский,1.5,İstanbul,
362580413,Женский,27.2.1987,Новосибирск,38.0
362729504,Женский,25.4.1999,Unknown,25.0
364018504,Женский,27.1.1984,Unknown,41.0
365172230,Женский,25.6,Самара,
365317450,Женский,8.1.1980,Шахунья,45.0
365531626,Мужской,5.1.2000,Магнитогорск,25.0
366279636,Женский,Неизвестно,Зеленоград,
366557122,Женский,20.1.1990,Unknown,35.0
368345152,Женский,4.10.2006,Барнаул,18.0
368370243,Женский,7.1,Москва,
369541287,Женский,3.6.1984,Balıkesir,40.0
371632191,Женский,18.12,Лениногорск,
372971336,Женский,27.5.1985,Рубцовск,39.0
375606188,Женский,8.9,Unknown,
376690004,Женский,23.5.1990,Тобольск,34.0
376793095,Женский,17.3.1991,Старая Русса,34.0
377520590,Женский,10.11.2005,Оренбург,19.0
379379023,Женский,Неизвестно,Москва,
379721599,Женский,Неизвестно,Тихвин,
380186365,Женский,18.8.1984,Армавир,40.0
381783220,Женский,5.5,Нижний Тагил,
381962285,Женский,Неизвестно,Unknown,
382644789,Женский,17.2.1988,Unknown,37.0
383157899,Женский,Неизвестно,Ульяновск,
383461896,Женский,1.1.1997,Unknown,28.0
384581639,Женский,Неизвестно,Калининград,
385127005,Женский,8.1.1994,Ялта,31.0
386335644,Женский,1.12.1976,Тараз,48.0
386607960,Женский,7.11.1994,Unknown,30.0
387592973,Женский,10.6.1981,Санкт-Петербург,43.0
388342046,Женский,21.2.1983,Unknown,42.0
390047699,Женский,Неизвестно,Архангельск,
391504474,Женский,10.6.1988,Unknown,36.0
393113221,Женский,1.10.1969,Bucureşti,55.0
395780010,Женский,24.6,Благовещенск,
396095220,Женский,22.4.1988,Мариуполь,36.0
398689399,Женский,27.5.1982,Unknown,42.0
398752237,Женский,19.11.1986,Горловка,38.0
399050312,Женский,1.7.1987,Нижний Тагил,37.0
401057969,Женский,14.9,Лабинск,
402980812,Женский,20.4.1997,Омск,27.0
403840668,Женский,29.4,Зубова Поляна,
404565371,Женский,28.4.1981,Unknown,43.0
409263259,Женский,26.1.1978,Unknown,47.0
409595415,Мужской,4.7.2003,Тюмень,21.0
410158891,Женский,16.10.1974,Чебоксары,50.0
410265206,Женский,Неизвестно,Unknown,
410696231,Женский,24.6.1990,София,34.0
411618655,Женский,Неизвестно,Кировск,
411960983,Женский,1.3.2007,Unknown,18.0
414071525,Женский,25.4.1979,Сорочинск,45.0
415556177,Мужской,28.5,Москва,
417097203,Женский,Неизвестно,Unknown,
418378132,Женский,24.4.1993,Unknown,31.0
418788399,Женский,2.3,Unknown,
419437681,Женский,10.4.1977,Unknown,47.0
419857727,Женский,30.5,Unknown,
420180226,Женский,5.8.2003,Unknown,21.0
420183533,Женский,17.12.1974,Dublin,50.0
420817019,Женский,5.5.1985,Unknown,39.0
421641455,Женский,Неизвестно,Симферополь,
421690614,Женский,9.12.1974,Санкт-Петербург,50.0
422439275,Женский,Неизвестно,Краснодар,
423785114,Женский,24.7.1998,Unknown,26.0
424280984,Женский,Неизвестно,Unknown,
424948810,Женский,28.4.1979,Lima,45.0
425063790,Женский,5.6,Москва,
425383838,Женский,3.7,Тимашевск,
425844312,Женский,Неизвестно,Unknown,
426636299,Женский,8.7,Уфа,
429614885,Женский,Неизвестно,Минск,
430498689,Мужской,12.8.2009,Unknown,15.0
431198278,Женский,4.6.2001,Unknown,23.0
432511936,Женский,6.5.1993,Kanpur,31.0
432719548,Женский,29.7.1988,Севастополь,36.0
432853352,Женский,24.3.1994,Черновцы,31.0
433406374,Женский,Неизвестно,Unknown,
433578269,Женский,13.1.1996,Лабинск,29.0
434167533,Женский,12.6.1973,Unknown,51.0
435201876,Женский,6.1.2000,Краснодар,25.0
435349093,Женский,27.2.1901,Unknown,124.0
436491985,Женский,31.3.1987,Ярославль,37.0
438658875,Женский,13.5.1980,Озерск,44.0
439143171,Женский,14.10.1976,Амурск,48.0
439198797,Женский,17.7.1972,İstanbul,52.0
442492960,Женский,5.10.1986,Чита,38.0
443454720,Женский,22.2.1988,Unknown,37.0
444642147,Женский,Неизвестно,Unknown,
445080764,Женский,5.1,Тула,
446386480,Женский,18.11.1994,Баку,30.0
446758010,Женский,Неизвестно,Саратов,
447140849,Мужской,30.5.1995,Горно-Алтайск,29.0
447331550,Женский,16.4.2003,Unknown,21.0
448542802,Женский,Неизвестно,Eskişehir,
448802158,Женский,17.6.1976,Unknown,48.0
449051496,Мужской,Неизвестно,Unknown,
450818832,Женский,29.12.1998,Клинцы,26.0
452294231,Женский,Неизвестно,Канаш,
452489666,Мужской,12.9.2002,Чита,22.0
452674502,Женский,6.7.1992,Салехард,32.0
452693916,Женский,5.6.1962,Cairo,62.0
454182397,Женский,Неизвестно,Москва,
454378689,Женский,24.12.2002,Unknown,22.0
454620213,Женский,24.8.1995,Мелитополь,29.0
455292624,Мужской,2.3.2006,Dresden,19.0
455869374,Женский,2.2.1979,Unknown,46.0
456421094,Женский,6.5,Unknown,
457124922,Женский,7.11.1983,Шаля,41.0
460418305,Мужской,Неизвестно,Комсомольск-на-Амуре,
461772253,Женский,22.4.1990,Партизанск,34.0
462946884,Женский,19.11.1990,Волгоград,34.0
463446292,Женский,2.3.1978,Unknown,47.0
465365794,Женский,22.12,Екатеринбург,
465879213,Женский,21.1,Нижний Новгород,
466938815,Женский,Неизвестно,Краснодар,
467502442,Женский,Неизвестно,Нижний Новгород,
467658882,Женский,Неизвестно,Варшава,
468111532,Женский,4.11.1972,Unknown,52.0
468151467,Мужской,22.8.1999,Unknown,25.0
468796134,Мужской,23.4.1989,Unknown,35.0
469168998,Женский,1.9.1996,Unknown,28.0
474292682,Женский,13.12.1984,Unknown,40.0
474697488,Женский,Неизвестно,Unknown,
474818308,Женский,18.6,Хани,
475878371,Женский,Неизвестно,Припять,
476039292,Женский,15.11.2004,Brooklyn,20.0
478873150,Мужской,25.11.1995,Екатеринбург,29.0
479437843,Женский,Неизвестно,Нижневартовск,
479783652,Женский,10.10,Москва,
479949589,Женский,10.9.1982,Alexandria,42.0
480585539,Женский,1.3.1995,Старый Оскол,30.0
481111588,Женский,Неизвестно,Москва,
481463692,Женский,7.2.1993,Unknown,32.0
481710536,Женский,Неизвестно,Unknown,
481752577,Мужской,27.7.2005,Омск,19.0
483321389,Женский,19.11.1981,Unknown,43.0
484163006,Женский,4.7,Сочи,
485093530,Женский,1.2.2004,Unknown,21.0
485371166,Женский,9.2.1985,Архангельск,40.0
485446934,Мужской,Неизвестно,Unknown,
485602770,Мужской,2.6.2003,Санкт-Петербург,21.0
486016239,Мужской,25.9.2003,Новокузнецк,21.0
486573380,Женский,26.7.2000,Волгоград,24.0
486660145,Женский,25.12.1995,Казань,29.0
487344408,Женский,27.7,Unknown,
489644715,Женский,25.5.1984,Пыть-Ях,40.0
489906110,Женский,9.7,Dhaka,
490824947,Женский,27.11.1999,Волгоград,25.0
490889204,Женский,Неизвестно,Unknown,
492114997,Женский,19.7.1993,Тобольск,31.0
492221944,Мужской,9.6.1999,Кемерово,25.0
492243614,Женский,2.8.1958,Айхал,66.0
492386137,Мужской,27.3.2004,Добрянка,20.0
492559772,Женский,Неизвестно,Тольятти,
492906888,Женский,25.5.1990,Unknown,34.0
493239309,Мужской,2.5,Псков,
493419829,Мужской,Неизвестно,Unknown,
494018802,Женский,24.8.1971,Unknown,53.0
494263245,Женский,1.6.1993,Санкт-Петербург,31.0
494946950,Женский,20.11.1983,Unknown,41.0
496591648,Женский,10.5.1982,Новокузнецк,42.0
498109472,Женский,Неизвестно,Пермь,
498356158,Мужской,24.7.1982,Unknown,42.0
499211112,Женский,9.2.1966,Roma,59.0
499633273,Женский,5.3.1999,Москва,26.0
499889377,Женский,14.4.1986,Unknown,38.0
500144814,Женский,29.11.1991,Южно-Сахалинск,33.0
501930257,Женский,Неизвестно,Unknown,
502455641,Мужской,1.1.2004,Unknown,21.0
503011007,Женский,23.5,Нижнекамск,
503210562,Женский,23.1,Белгород,
503789734,Женский,6.2.2004,Unknown,21.0
503987750,Женский,9.3.1982,Североморск,43.0
504486513,Женский,13.11.1974,Yangon,50.0
504971208,Женский,3.11.1973,Unknown,51.0
505060620,Женский,30.11.1982,Unknown,42.0
505363270,Женский,12.12.1975,Unknown,49.0
506591438,Женский,16.7,Москва,
506605774,Женский,1.2.1992,Unknown,33.0
507031026,Женский,7.7.2006,Unknown,18.0
507194284,Женский,Неизвестно,Южноуральск,
507288093,Женский,26.10.2002,Тюмень,22.0
507419863,Женский,Неизвестно,Unknown,
508224235,Женский,13.1.1995,Чернянка,30.0
508737622,Женский,3.1.1981,Алматы,44.0
509976680,Женский,Неизвестно,Unknown,
510674238,Женский,25.2.1974,Ростов-на-Дону,51.0
510811083,Женский,7.11.1989,Москва,35.0
511531585,Женский,Неизвестно,Unknown,
512028692,Женский,9.6.1983,Unknown,41.0
512105343,Женский,Неизвестно,Петропавловск-Камчатский,
512290672,Женский,21.1.1981,Unknown,44.0
512465751,Женский,4.6,Unknown,
512932337,Женский,5.6.1929,Unknown,95.0
513965983,Женский,12.1.1978,Unknown,47.0
514480049,Женский,Неизвестно,Саратов,
514934616,Мужской,6.10.2007,Unknown,17.0
516103803,Женский,20.7.1983,Майкоп,41.0
518319559,Женский,4.5,Unknown,
519303819,Женский,17.1,Unknown,
519974936,Мужской,10.5.2001,Unknown,23.0
520565669,Женский,Неизвестно,Unknown,
520883401,Женский,Неизвестно,Unknown,
520923466,Женский,12.12.1987,Москва,37.0
521251243,Женский,19.5.2006,Unknown,18.0
521562565,Женский,11.6.1971,Unknown,53.0
521600539,Женский,11.5.2004,Урал,20.0
522147330,Женский,11.6,Unknown,
523549258,Женский,4.7.1972,Unknown,52.0
523764659,Женский,26.4.1960,Unknown,64.0
524090364,Женский,8.3.1982,Unknown,43.0
524401183,Женский,9.7.1965,Unknown,59.0
524497705,Мужской,2.5,Unknown,
524537096,Женский,8.3.1992,Алматы,33.0
524700898,Женский,21.8.2005,Unknown,19.0
525580201,Женский,2.2.1989,Unknown,36.0
526135657,Мужской,29.11.2004,Донецк,20.0
526220226,Мужской,23.3,Unknown,
527201834,Женский,Неизвестно,Bangkok,
527349201,Женский,19.6,Unknown,
528947128,Женский,8.5,Брянск,
529441943,Женский,1.7.1995,Unknown,29.0
529652737,Женский,5.10.1980,Salt Lake City,44.0
530042353,Женский,27.11.1991,Кременчуг,33.0
530537287,Женский,Неизвестно,Unknown,
530637479,Женский,21.8.1998,Москва,26.0
530955385,Женский,18.3.2005,Белгород,20.0
531865295,Мужской,15.2.2002,Москва,23.0
532045917,Мужской,18.9.2005,Unknown,19.0
532242961,Женский,26.9.1974,Нижний Новгород,50.0
532488590,Женский,Неизвестно,Unknown,
532806608,Женский,17.8.2004,Свободный,20.0
533368196,Женский,30.9.1998,Unknown,26.0
533827759,Женский,27.9.1991,Обнинск,33.0
534601624,Мужской,10.11.2007,Москва,17.0
535258990,Женский,17.10.1987,Unknown,37.0
535304921,Женский,10.11.2001,Нижний Новгород,23.0
536097325,Женский,Неизвестно,Unknown,
536108524,Женский,18.3,Оренбург,
536677939,Женский,9.10.1982,Белая Калитва,42.0
536962601,Женский,3.11.1993,Москва,31.0
537470111,Женский,19.6.1988,Челябинск,36.0
537785909,Женский,26.3.1903,Unknown,121.0
538157937,Женский,Неизвестно,Москва,
538438463,Мужской,18.6,Unknown,
538639306,Женский,Неизвестно,Unknown,
539025871,Мужской,14.9.2005,Балахна,19.0
539838773,Женский,27.5.2005,Unknown,19.0
539915224,Женский,14.9.1996,Unknown,28.0
540454105,Мужской,19.1.2005,Unknown,20.0
541109994,Мужской,3.2,Набережные Челны,
541525409,Женский,Неизвестно,Костомукша,
541644598,Женский,9.5.1987,Екатеринбург,37.0
541802724,Женский,24.12.1967,Unknown,57.0
541938230,Женский,6.9.1957,Unknown,67.0
542894992,Женский,Неизвестно,Unknown,
544016194,Женский,5.11.1974,Дегтярск,50.0
544202477,Женский,15.7.1990,Москва,34.0
544320342,Женский,Неизвестно,Оренбург,
544761325,Женский,1.8.1983,Unknown,41.0
545599792,Женский,27.4.1986,Губкин,38.0
545996332,Женский,15.9.1964,Unknown,60.0
546317175,Женский,8.9.1982,Чегдомын,42.0
546844973,Женский,21.11.1991,Санкт-Петербург,33.0
547156413,Мужской,27.8,Unknown,
547227813,Мужской,17.3.2001,Unknown,24.0
547243510,Женский,8.5.1977,México,47.0
547273912,Женский,1.3.2003,Казань,22.0
547364944,Женский,3.6,Москва,
547408053,Мужской,21.7,Михайловка,
547913643,Мужской,18.3.2006,Горно-Алтайск,19.0
548305203,Женский,3.7,Unknown,
548470535,Женский,Неизвестно,Unknown,
550628857,Женский,22.11,Гулькевичи,
550721087,Женский,Неизвестно,Смоленск,
550883764,Мужской,24.9.2005,Иркутск,19.0
551827033,Женский,17.5.1988,Unknown,36.0
552143348,Женский,3.12.1988,Владимир,36.0
552318700,Женский,9.5.1994,Великий Новгород,30.0
552833366,Женский,Неизвестно,Санкт-Петербург,
553027614,Женский,27.5.2004,Москва,20.0
553501106,Женский,29.9.1995,Unknown,29.0
554035638,Женский,23.4.1990,Unknown,34.0
554146334,Мужской,Неизвестно,Unknown,
554444520,Мужской,22.7.2005,Майкоп,19.0
554581605,Мужской,19.9.2009,Владимир,15.0
555034854,Женский,26.5.1999,Санкт-Петербург,25.0
555064220,Мужской,30.9,Unknown,
555122250,Женский,Неизвестно,Unknown,
555224630,Женский,2.9,Unknown,
555948147,Женский,20.4,Уфа,
556129824,Женский,13.7.1994,Unknown,30.0
556241740,Женский,28.12.2006,Шахты,18.0
556626058,Женский,1.3.1993,Великие Суки,32.0
557664692,Мужской,10.5.2001,Новокузнецк,23.0
557856463,Женский,21.12.1984,Unknown,40.0
557904059,Женский,1.2.2004,Москва,21.0
557928708,Мужской,22.10.1999,Коноша,25.0
558168448,Женский,21.2,Unknown,
558424807,Женский,17.12,Santa Fe,
558481089,Мужской,20.12.2009,Зеленое,15.0
558577068,Женский,14.10.1998,Unknown,26.0
559004016,Мужской,31.3,East Anglia,
559238758,Женский,5.4.1984,Душанбе,40.0
559620618,Женский,26.3.1991,Ordu,33.0
559828419,Мужской,26.8,Оренбург,
559949021,Женский,1.7,Unknown,
561107321,Женский,2.1.1987,Unknown,38.0
561394642,Женский,25.7.2003,Unknown,21.0
561803571,Женский,31.7.1982,Бишкек,42.0
561994636,Женский,21.8.1977,Тарко-Сале,47.0
562784520,Женский,13.12.1960,Unknown,64.0
